"area","file","line","label","field","dynamic_name","column","declared_required","named","api_modules","target_tables","candidate_tables","disposition","candidate_nonempty_rows","scenario","evidence_key","note"
"budget","budget/index.vue","185","项目","projectId","","project_id","False","False","budget;costSubject","project_budget;project_budget_line;budget_ledger;budget_operation","budget_ledger;budget_operation;project_budget;project_budget_line","DATA_VALUE","5","SEEDED","budget_ledger.project_id:2;budget_operation.project_id:1;project_budget.project_id:1;project_budget_line.project_id:1",""
"budget","budget/index.vue","197","状态","status","","status","False","False","budget;costSubject","project_budget;project_budget_line;budget_ledger;budget_operation","budget_operation;project_budget","DATA_VALUE","2","SEEDED","budget_operation.status:1;project_budget.status:1",""
"budget","budget/index.vue","248","项目","projectId","","project_id","True","False","budget;costSubject","project_budget;project_budget_line;budget_ledger;budget_operation","budget_ledger;budget_operation;project_budget;project_budget_line","DATA_VALUE","5","SEEDED","budget_ledger.project_id:2;budget_operation.project_id:1;project_budget.project_id:1;project_budget_line.project_id:1",""
"budget","budget/index.vue","260","预算版本","versionNo","","version_no","True","False","budget;costSubject","project_budget;project_budget_line;budget_ledger;budget_operation","project_budget","DATA_VALUE","1","SEEDED","project_budget.version_no:1",""
"budget","budget/index.vue","264","预算名称","budgetName","","budget_name","True","False","budget;costSubject","project_budget;project_budget_line;budget_ledger;budget_operation","project_budget","DATA_VALUE","1","SEEDED","project_budget.budget_name:1",""
"cash-forecast","cash-forecast/index.vue","396","预测名称","forecastName","","forecast_name","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.forecast_name:3",""
"cash-forecast","cash-forecast/index.vue","399","场景","scenario","","scenario","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast;cash_forecast_cycle;collection_forecast","DATA_VALUE","7","SEEDED","cash_forecast.scenario:2;cash_forecast_cycle.scenario:3;collection_forecast.scenario:2",""
"cash-forecast","cash-forecast/index.vue","406","基准日","asOfDate","","as_of_date","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.as_of_date:3",""
"cash-forecast","cash-forecast/index.vue","409","预测开始","horizonStart","","horizon_start","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.horizon_start:3",""
"cash-forecast","cash-forecast/index.vue","412","预测截止","horizonEnd","","horizon_end","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.horizon_end:3",""
"cash-forecast","cash-forecast/index.vue","415","期初余额","openingBalance","","opening_balance","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.opening_balance:3",""
"cash-forecast","cash-forecast/index.vue","427","缺口日期","plannedDate","","planned_date","False","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_funding_action","DATA_VALUE","2","SEEDED","cash_funding_action.planned_date:2",""
"cash-forecast","cash-forecast/index.vue","430","措施类型","actionType","","action_type","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_funding_action","DATA_VALUE","2","SEEDED","cash_funding_action.action_type:2",""
"cash-forecast","cash-forecast/index.vue","438","覆盖金额","amount","","amount","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_funding_action","DATA_VALUE","2","SEEDED","cash_funding_action.amount:2",""
"cash-forecast","cash-forecast/index.vue","445","措施原因","reason","","reason","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_funding_action","DATA_VALUE","2","SEEDED","cash_funding_action.reason:2",""
"cash-forecast","cash-forecast/index.vue","453","预测名称","forecastName","","forecast_name","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.forecast_name:3",""
"cash-forecast","cash-forecast/index.vue","456","新基准日","asOfDate","","as_of_date","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.as_of_date:3",""
"cash-forecast","cash-forecast/index.vue","459","预测截止","horizonEnd","","horizon_end","True","False","cashForecast;project","cash_forecast;cash_forecast_cycle;cash_forecast_line;cash_funding_action;collection_forecast","cash_forecast_cycle","DATA_VALUE","3","SEEDED","cash_forecast_cycle.horizon_end:3",""
"contract","contract/ContractFormPage.vue","497","合同名称","contractName","","contract_name","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.contract_name:6",""
"contract","contract/ContractFormPage.vue","507","合同类型","contractType","","contract_type","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.contract_type:6",""
"contract","contract/ContractFormPage.vue","518","所属项目","projectId","","project_id","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.project_id:6",""
"contract","contract/ContractFormPage.vue","539","合同金额(元)","contractAmount","","contract_amount","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.contract_amount:6",""
"contract","contract/ContractFormPage.vue","551","甲方","partyAId","","party_a_id","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.party_a_id:6",""
"contract","contract/ContractFormPage.vue","572","乙方","partyBId","","party_b_id","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.party_b_id:6",""
"contract","contract/ContractFormPage.vue","594","签订日期","signedDate","","signed_date","False","True","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","5","SEEDED","ct_contract.signed_date:5",""
"contract","contract/ContractFormPage.vue","604","开始日期","startDate","","start_date","False","False","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.start_date:6",""
"contract","contract/ContractFormPage.vue","614","结束日期","endDate","","end_date","False","False","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","6","SEEDED","ct_contract.end_date:6",""
"contract","contract/ContractFormPage.vue","624","付款方式","paymentMethod","","payment_method","False","False","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","4","SEEDED","ct_contract.payment_method:4",""
"contract","contract/ContractFormPage.vue","635","结算方式","settlementMethod","","settlement_method","False","False","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract","DATA_VALUE","4","SEEDED","ct_contract.settlement_method:4",""
"contract","contract/ContractFormPage.vue","646","备注","remark","","remark","False","False","contract;dict","ct_contract;ct_contract_item;ct_contract_payment_term","ct_contract;ct_contract_item;ct_contract_payment_term","DATA_VALUE","10","SEEDED","ct_contract.remark:6;ct_contract_item.remark:2;ct_contract_payment_term.remark:2",""
"cost-subject","cost-subject/index.vue","561","编码","subjectCode","","subject_code","True","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject","DATA_VALUE","1","SEEDED","cost_subject.subject_code:1",""
"cost-subject","cost-subject/index.vue","564","名称","subjectName","","subject_name","True","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject","DATA_VALUE","1","SEEDED","cost_subject.subject_name:1",""
"cost-subject","cost-subject/index.vue","567","类型","subjectType","","subject_type","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject","DATA_VALUE","1","SEEDED","cost_subject.subject_type:1",""
"cost-subject","cost-subject/index.vue","568","父科目","","","","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMPOSITE_CONTROL","0","SEEDED_REFERENCE","target-table:nonempty","组合选择器或展示控件；值由内部子组件或关联对象提供。"
"cost-subject","cost-subject/index.vue","578","版本编码","versionCode","","version_code","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_mapping_version","DATA_VALUE","1","SEEDED","cost_subject_mapping_version.version_code:1",""
"cost-subject","cost-subject/index.vue","581","版本名称","versionName","","version_name","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_mapping_version","DATA_VALUE","1","SEEDED","cost_subject_mapping_version.version_name:1",""
"cost-subject","cost-subject/index.vue","584","生效日期","effectiveDate","","effective_date","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_mapping_version","DATA_VALUE","1","SEEDED","cost_subject_mapping_version.effective_date:1",""
"cost-subject","cost-subject/index.vue","616","规则编码","ruleCode","","rule_code","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule","DATA_VALUE","1","SEEDED","cost_subject_assignment_rule.rule_code:1",""
"cost-subject","cost-subject/index.vue","617","映射版本ID","mappingVersionId","","mapping_version_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;cost_subject_mapping_item","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.mapping_version_id:1;cost_subject_mapping_item.mapping_version_id:1",""
"cost-subject","cost-subject/index.vue","620","业务来源","sourceType","","source_type","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule","DATA_VALUE","1","SEEDED","cost_subject_assignment_rule.source_type:1",""
"cost-subject","cost-subject/index.vue","623","业务分类","businessCategory","","business_category","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule","DATA_VALUE","1","SEEDED","cost_subject_assignment_rule.business_category:1",""
"cost-subject","cost-subject/index.vue","626","项目ID","projectId","","project_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.project_id:1;project_cost_subject_scope.project_id:1",""
"cost-subject","cost-subject/index.vue","629","目标末级科目ID","costSubjectId","","cost_subject_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.cost_subject_id:1;project_cost_subject_scope.cost_subject_id:1",""
"cost-subject","cost-subject/index.vue","632","生效日期","effectiveFrom","","effective_from","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.effective_from:1;project_cost_subject_scope.effective_from:1",""
"cost-subject","cost-subject/index.vue","640","末级科目ID","costSubjectId","","cost_subject_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.cost_subject_id:1;project_cost_subject_scope.cost_subject_id:1",""
"cost-subject","cost-subject/index.vue","643","启用","enabled","","enabled","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","project_cost_subject_scope","DATA_VALUE","1","SEEDED","project_cost_subject_scope.enabled:1",""
"cost-subject","cost-subject/index.vue","644","生效日期","effectiveFrom","","effective_from","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.effective_from:1;project_cost_subject_scope.effective_from:1",""
"cost-subject","cost-subject/index.vue","647","失效日期","effectiveTo","","effective_to","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","1","SEEDED","cost_subject_assignment_rule.effective_to:1",""
"cost-subject","cost-subject/index.vue","660","投标成本ID","bidCostId","","bid_cost_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-subject","cost-subject/index.vue","663","中标项目ID","projectId","","project_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.project_id:1;project_cost_subject_scope.project_id:1",""
"cost-subject","cost-subject/index.vue","666","目标成本版本ID","targetId","","target_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-subject","cost-subject/index.vue","669","ACTIVE映射版本ID","mappingVersionId","","mapping_version_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;cost_subject_mapping_item","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.mapping_version_id:1;cost_subject_mapping_item.mapping_version_id:1",""
"cost-subject","cost-subject/index.vue","672","审批实例ID","approvalInstanceId","","approval_instance_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_mapping_version","DATA_VALUE","1","SEEDED","cost_subject_mapping_version.approval_instance_id:1",""
"cost-subject","cost-subject/index.vue","675","幂等键","idempotencyKey","","idempotency_key","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-subject","cost-subject/index.vue","693","来源类型","sourceType","","source_type","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule","DATA_VALUE","1","SEEDED","cost_subject_assignment_rule.source_type:1",""
"cost-subject","cost-subject/index.vue","701","来源ID","sourceId","","source_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-subject","cost-subject/index.vue","704","分摊依据","allocationBasis","","allocation_basis","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-subject","cost-subject/index.vue","716","会计期间","accountingPeriod","","accounting_period","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-subject","cost-subject/index.vue","719","项目财务费用末级科目ID","costSubjectId","","cost_subject_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_assignment_rule;project_cost_subject_scope","DATA_VALUE","2","SEEDED","cost_subject_assignment_rule.cost_subject_id:1;project_cost_subject_scope.cost_subject_id:1",""
"cost-subject","cost-subject/index.vue","722","审批实例ID","approvalInstanceId","","approval_instance_id","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","cost_subject_mapping_version","DATA_VALUE","1","SEEDED","cost_subject_mapping_version.approval_instance_id:1",""
"cost-subject","cost-subject/index.vue","725","幂等键","idempotencyKey","","idempotency_key","False","False","costSubject","cost_subject;cost_subject_assignment_rule;cost_subject_mapping_version;cost_subject_mapping_item;project_cost_subject_scope","","COMMAND_INPUT","0","USER_ENTERED","api:costSubject","操作命令参数；成功执行后转化为状态、记录或关联行，不按同名列持久化。"
"cost-target","cost-target/edit.vue","630","所属项目","projectId","","project_id","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target;cost_target_item","DATA_VALUE","2","SEEDED","cost_target.project_id:1;cost_target_item.project_id:1",""
"cost-target","cost-target/edit.vue","649","版本号","versionNo","","version_no","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target","DATA_VALUE","1","SEEDED","cost_target.version_no:1",""
"cost-target","cost-target/edit.vue","658","版本名称","versionName","","version_name","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target","DATA_VALUE","1","SEEDED","cost_target.version_name:1",""
"cost-target","cost-target/edit.vue","667","生效日期","effectiveDate","","effective_date","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target","DATA_VALUE","1","SEEDED","cost_target.effective_date:1",""
"cost-target","cost-target/edit.vue","796","投标成本总额(元)","totalBidCostAmount","","total_bid_cost_amount","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target","DATA_VALUE","1","SEEDED","cost_target.total_bid_cost_amount:1",""
"cost-target","cost-target/edit.vue","806","成本目标总额(元)","totalTargetAmount","","total_target_amount","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target","DATA_VALUE","1","SEEDED","cost_target.total_target_amount:1",""
"cost-target","cost-target/edit.vue","816","责任预算总额(元)","totalResponsibilityAmount","","total_responsibility_amount","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target","DATA_VALUE","1","SEEDED","cost_target.total_responsibility_amount:1",""
"cost-target","cost-target/edit.vue","843","备注","remark","","remark","False","True","costSubject;costTarget;system","cost_target;cost_target_item","cost_target;cost_target_item","DATA_VALUE","2","SEEDED","cost_target.remark:1;cost_target_item.remark:1",""
"cost","cost/control.vue","479","预测编号","forecastCode","","forecast_code","True","False","costControl;system","cost_item;cost_summary;cost_forecast;cost_forecast_item;cost_corrective_action;overhead_allocation_rule;overhead_allocation_run;overhead_allocation_record","cost_forecast","DATA_VALUE","1","SEEDED","cost_forecast.forecast_code:1",""
"cost","cost/control.vue","481","预测名称","forecastName","","forecast_name","True","False","costControl;system","cost_item;cost_summary;cost_forecast;cost_forecast_item;cost_corrective_action;overhead_allocation_rule;overhead_allocation_run;overhead_allocation_record","cost_forecast","DATA_VALUE","1","SEEDED","cost_forecast.forecast_name:1",""
